Date Vps1 Ips1 Vps2 Ips2
2019-03-23 12:23:00.347000 0.8 0.025 0.63 0.023
2019-03-23 12:23:05.587000 0.8 0.025 0.63 0.023
2019-03-23 12:23:10.797000 0.8 0.025 0.63 0.023
2019-03-23 12:23:16.067000 0.8 0.025 0.63 0.023
2019-03-23 12:23:21.287000 0.8 0.025 0.63 0.023
2019-03-23 12:23:26.527000 0.8 0.025 0.63 0.023
2019-03-23 12:23:31.767000 0.8 0.025 0.63 0.023
2019-03-23 12:23:36.997000 0.8 0.025 0.63 0.023
2019-03-23 12:23:42.217000 0.8 0.025 0.63 0.023
2019-03-23 12:23:47.467000 0.8 0.025 0.63 0.023
2019-03-23 12:23:52.697000 0.8 0.025 0.63 0.023
2019-03-23 12:23:57.947000 0.8 0.025 0.63 0.023
2019-03-23 12:24:03.167000 0.8 0.025 0.63 0.023
2019-03-23 12:24:08.407000 0.8 0.025 0.63 0.023
2019-03-23 12:24:13.637000 0.8 0.025 0.63 0.023
2019-03-23 12:24:18.877000 0.8 0.025 0.63 0.023
2019-03-23 12:24:24.057000 0.8 0.025 0.63 0.023
2019-03-23 12:24:29.277000 0.8 0.025 0.63 0.023
2019-03-23 12:24:34.527000 0.8 0.025 0.63 0.023
2019-03-23 12:24:39.747000 0.8 0.025 0.63 0.023
2019-03-23 12:24:44.987000 0.8 0.025 0.63 0.023
2019-03-23 12:24:50.217000 0.8 0.025 0.63 0.023
2019-03-23 12:24:55.457000 0.8 0.025 0.63 0.023
2019-03-23 12:25:00.687000 0.8 0.025 0.63 0.023
2019-03-23 12:25:05.907000 0.8 0.025 0.63 0.023
2019-03-23 12:25:11.157000 0.8 0.025 0.63 0.023
2019-03-23 12:25:16.397000 0.8 0.025 0.63 0.023
2019-03-23 12:25:21.627000 0.8 0.025 0.63 0.023
2019-03-23 12:25:26.867000 0.8 0.025 0.63 0.023
2019-03-23 12:25:32.097000 0.8 0.025 0.63 0.023
2019-03-23 12:25:37.337000 0.8 0.025 0.63 0.023
2019-03-23 12:25:42.577000 0.8 0.025 0.63 0.023
2019-03-23 12:25:47.807000 0.8 0.025 0.63 0.023
2019-03-23 12:25:53.047000 0.8 0.025 0.63 0.023
2019-03-23 12:25:58.227000 0.8 0.025 0.63 0.023
2019-03-23 12:26:03.507000 0.8 0.025 0.63 0.023
2019-03-23 12:26:08.707000 0.8 0.025 0.63 0.023
2019-03-23 12:26:13.927000 0.8 0.025 0.63 0.023
2019-03-23 12:26:19.147000 0.8 0.025 0.63 0.023
2019-03-23 12:26:24.387000 0.8 0.025 0.63 0.023
2019-03-23 12:26:29.617000 0.8 0.025 0.63 0.023
2019-03-23 12:26:34.857000 0.8 0.025 0.63 0.023
2019-03-23 12:26:40.087000 0.8 0.025 0.63 0.023
2019-03-23 12:26:45.337000 0.8 0.025 0.63 0.023
2019-03-23 12:26:50.557000 0.8 0.025 0.63 0.023
2019-03-23 12:26:55.797000 0.8 0.025 0.63 0.023
2019-03-23 12:27:01.027000 0.8 0.025 0.63 0.023
2019-03-23 12:27:06.287000 0.8 0.025 0.63 0.023
2019-03-23 12:27:11.507000 0.8 0.025 0.63 0.023
2019-03-23 12:27:16.687000 0.8 0.025 0.63 0.023
2019-03-23 12:27:21.917000 0.8 0.025 0.63 0.023
2019-03-23 12:27:27.077000 0.8 0.025 0.63 0.023
2019-03-23 12:27:32.297000 0.8 0.025 0.63 0.023
2019-03-23 12:27:37.527000 0.8 0.025 0.63 0.023
2019-03-23 12:27:42.787000 0.8 0.025 0.63 0.023
2019-03-23 12:27:48.017000 0.8 0.025 0.63 0.023
2019-03-23 12:27:53.247000 0.8 0.025 0.63 0.023
2019-03-23 12:27:58.437000 0.8 0.025 0.63 0.023
2019-03-23 12:28:03.657000 0.8 0.025 0.63 0.023
2019-03-23 12:28:08.887000 0.8 0.025 0.63 0.023
2019-03-23 12:28:14.077000 0.8 0.025 0.63 0.023
2019-03-23 12:28:19.287000 0.8 0.025 0.63 0.023
2019-03-23 12:28:24.537000 0.8 0.025 0.63 0.023
2019-03-23 12:28:29.757000 0.8 0.025 0.63 0.023
2019-03-23 12:28:35.047000 0.8 0.025 0.63 0.023
2019-03-23 12:28:40.257000 0.8 0.025 0.63 0.023
2019-03-23 12:28:45.477000 0.8 0.025 0.63 0.023
2019-03-23 12:28:50.717000 0.8 0.025 0.63 0.023
2019-03-23 12:28:55.957000 0.8 0.025 0.63 0.023
2019-03-23 12:29:01.237000 0.8 0.025 0.63 0.023
2019-03-23 12:29:06.477000 0.8 0.025 0.63 0.023
2019-03-23 12:29:11.697000 0.8 0.025 0.63 0.023
2019-03-23 12:29:16.887000 0.8 0.025 0.63 0.023
2019-03-23 12:29:22.057000 0.8 0.025 0.63 0.023
2019-03-23 12:29:27.277000 0.8 0.025 0.63 0.023
2019-03-23 12:29:32.517000 0.8 0.025 0.63 0.023
2019-03-23 12:29:37.757000 0.8 0.025 0.63 0.023
2019-03-23 12:29:42.947000 0.8 0.025 0.63 0.023
2019-03-23 12:29:48.157000 0.8 0.025 0.63 0.023
2019-03-23 12:29:53.387000 0.8 0.025 0.63 0.023
2019-03-23 12:29:58.647000 0.8 0.025 0.63 0.023
2019-03-23 12:30:03.927000 0.8 0.025 0.63 0.023
2019-03-23 12:30:09.167000 0.8 0.025 0.63 0.023
2019-03-23 12:30:14.397000 0.8 0.025 0.63 0.023
2019-03-23 12:30:19.617000 0.8 0.025 0.63 0.023
2019-03-23 12:30:24.857000 0.8 0.025 0.63 0.023
2019-03-23 12:30:30.067000 0.8 0.025 0.63 0.023
2019-03-23 12:30:35.337000 0.8 0.025 0.63 0.023
2019-03-23 12:30:40.567000 0.8 0.025 0.63 0.023
2019-03-23 12:30:45.807000 0.8 0.025 0.63 0.023
2019-03-23 12:30:51.037000 0.8 0.025 0.63 0.023
2019-03-23 12:30:56.277000 0.8 0.025 0.63 0.023
2019-03-23 12:31:01.507000 0.8 0.025 0.63 0.023
2019-03-23 12:31:06.757000 0.8 0.025 0.63 0.023
2019-03-23 12:31:11.997000 0.8 0.025 0.63 0.023
2019-03-23 12:31:17.237000 0.8 0.025 0.63 0.023
2019-03-23 12:31:22.507000 0.8 0.025 0.63 0.023
2019-03-23 12:31:27.707000 0.8 0.025 0.63 0.023
2019-03-23 12:31:32.927000 0.8 0.025 0.63 0.023
2019-03-23 12:31:38.147000 0.8 0.025 0.63 0.023
2019-03-23 12:31:43.357000 0.8 0.025 0.63 0.023
2019-03-23 12:31:48.587000 0.8 0.025 0.63 0.023
2019-03-23 12:31:53.787000 0.8 0.025 0.63 0.023
2019-03-23 12:31:59.027000 0.8 0.025 0.63 0.023
2019-03-23 12:32:04.267000 0.8 0.025 0.63 0.023
2019-03-23 12:32:09.487000 0.8 0.025 0.63 0.023
2019-03-23 12:32:14.677000 0.8 0.025 0.63 0.023
2019-03-23 12:32:19.907000 0.8 0.025 0.63 0.023
2019-03-23 12:32:25.147000 0.8 0.025 0.63 0.023
2019-03-23 12:32:30.387000 0.8 0.025 0.63 0.023
2019-03-23 12:32:35.557000 0.8 0.025 0.63 0.023
2019-03-23 12:32:40.767000 0.8 0.025 0.63 0.023
2019-03-23 12:32:45.997000 0.8 0.025 0.63 0.023
2019-03-23 12:32:51.207000 0.8 0.025 0.63 0.023
2019-03-23 12:32:56.488000 0.8 0.025 0.63 0.023
2019-03-23 12:33:01.718000 0.8 0.025 0.63 0.023
2019-03-23 12:33:06.958000 0.8 0.025 0.63 0.023
2019-03-23 12:33:12.128000 0.8 0.025 0.63 0.023
2019-03-23 12:33:17.328000 0.8 0.025 0.63 0.023
2019-03-23 12:33:22.598000 0.8 0.025 0.63 0.023
2019-03-23 12:33:27.838000 0.8 0.025 0.63 0.023
2019-03-23 12:33:33.048000 0.8 0.025 0.63 0.023
2019-03-23 12:33:38.258000 0.8 0.025 0.63 0.023
2019-03-23 12:33:43.478000 0.8 0.025 0.63 0.023
2019-03-23 12:33:48.698000 0.8 0.025 0.63 0.023
2019-03-23 12:33:53.938000 0.8 0.025 0.63 0.023
2019-03-23 12:33:59.158000 0.8 0.025 0.63 0.023
2019-03-23 12:34:04.368000 0.8 0.025 0.63 0.023
2019-03-23 12:34:09.628000 0.8 0.025 0.63 0.023
2019-03-23 12:34:14.818000 0.8 0.025 0.63 0.023
2019-03-23 12:34:20.058000 0.8 0.025 0.63 0.023
2019-03-23 12:34:25.238000 0.8 0.025 0.63 0.023
2019-03-23 12:34:30.508000 0.8 0.025 0.63 0.023
2019-03-23 12:34:35.748000 0.8 0.025 0.63 0.023
2019-03-23 12:34:40.988000 0.8 0.025 0.63 0.023
2019-03-23 12:34:46.208000 0.8 0.025 0.63 0.023
2019-03-23 12:34:51.398000 0.8 0.025 0.63 0.023
2019-03-23 12:34:56.628000 0.8 0.025 0.63 0.023
2019-03-23 12:35:01.878000 0.8 0.025 0.63 0.023
2019-03-23 12:35:07.098000 0.8 0.025 0.63 0.023
2019-03-23 12:35:12.278000 0.8 0.025 0.63 0.023
2019-03-23 12:35:17.488000 0.8 0.025 0.63 0.023
2019-03-23 12:35:22.738000 0.8 0.025 0.63 0.023
2019-03-23 12:35:27.978000 0.8 0.025 0.63 0.023
2019-03-23 12:35:33.208000 0.8 0.025 0.63 0.023
2019-03-23 12:35:38.448000 0.8 0.025 0.63 0.023
2019-03-23 12:35:43.658000 0.8 0.025 0.63 0.023
2019-03-23 12:35:48.898000 0.8 0.025 0.63 0.023
2019-03-23 12:35:54.108000 0.8 0.025 0.63 0.023
2019-03-23 12:35:59.318000 0.8 0.025 0.63 0.023
2019-03-23 12:36:04.558000 0.8 0.025 0.63 0.023
2019-03-23 12:36:09.808000 0.8 0.025 0.63 0.023
2019-03-23 12:36:15.088000 0.8 0.025 0.63 0.023
2019-03-23 12:36:20.318000 0.8 0.025 0.63 0.023
2019-03-23 12:36:25.558000 0.8 0.025 0.63 0.023
2019-03-23 12:36:30.798000 0.8 0.025 0.63 0.023
2019-03-23 12:36:36.038000 0.8 0.025 0.63 0.023
2019-03-23 12:36:41.248000 0.8 0.025 0.63 0.023
2019-03-23 12:36:46.418000 0.8 0.025 0.63 0.023
2019-03-23 12:36:51.608000 0.8 0.025 0.63 0.023
2019-03-23 12:36:56.838000 0.8 0.025 0.63 0.023
2019-03-23 12:37:02.028000 0.8 0.025 0.63 0.023
2019-03-23 12:37:07.308000 0.8 0.025 0.63 0.023
2019-03-23 12:37:12.528000 0.8 0.025 0.63 0.023
2019-03-23 12:37:17.728000 0.8 0.025 0.63 0.023
2019-03-23 12:37:22.928000 0.8 0.025 0.63 0.023
2019-03-23 12:37:28.158000 0.8 0.025 0.63 0.023
2019-03-23 12:37:33.418000 0.8 0.025 0.63 0.023
2019-03-23 12:37:38.658000 0.8 0.025 0.63 0.023
2019-03-23 12:37:43.888000 0.8 0.025 0.63 0.023
2019-03-23 12:37:49.108000 0.8 0.025 0.63 0.023
2019-03-23 12:37:54.358000 0.8 0.025 0.63 0.023
2019-03-23 12:37:59.588000 0.8 0.025 0.63 0.023
2019-03-23 12:38:04.828000 0.8 0.025 0.63 0.023
2019-03-23 12:38:10.058000 0.8 0.025 0.63 0.023
2019-03-23 12:38:15.298000 0.8 0.025 0.63 0.023
2019-03-23 12:38:20.538000 0.8 0.025 0.63 0.023
2019-03-23 12:38:25.748000 0.8 0.025 0.63 0.023
2019-03-23 12:38:30.988000 0.8 0.025 0.63 0.023
2019-03-23 12:38:36.228000 0.8 0.025 0.63 0.023
2019-03-23 12:38:41.468000 0.8 0.025 0.63 0.023
2019-03-23 12:38:46.688000 0.8 0.025 0.63 0.023
2019-03-23 12:38:51.938000 0.8 0.025 0.63 0.023
2019-03-23 12:38:57.128000 0.8 0.025 0.63 0.023
2019-03-23 12:39:02.368000 0.8 0.025 0.63 0.023
2019-03-23 12:39:07.598000 0.8 0.025 0.63 0.023
2019-03-23 12:39:12.818000 0.8 0.025 0.63 0.023
2019-03-23 12:39:18.058000 0.8 0.025 0.63 0.023
2019-03-23 12:39:23.268000 0.8 0.025 0.63 0.023
2019-03-23 12:39:28.518000 0.8 0.025 0.63 0.023
2019-03-23 12:39:33.758000 0.8 0.025 0.63 0.023
2019-03-23 12:39:39.008000 0.8 0.025 0.63 0.023
2019-03-23 12:39:44.228000 0.8 0.025 0.63 0.023
2019-03-23 12:39:49.458000 0.8 0.025 0.63 0.023
2019-03-23 12:39:54.648000 0.8 0.025 0.63 0.023
2019-03-23 12:39:59.848000 0.8 0.025 0.63 0.023
2019-03-23 12:40:05.098000 0.8 0.025 0.63 0.023
2019-03-23 12:40:10.318000 0.8 0.025 0.63 0.023
2019-03-23 12:40:15.578000 0.8 0.025 0.63 0.023
2019-03-23 12:40:20.798000 0.8 0.025 0.63 0.023
2019-03-23 12:40:26.038000 0.8 0.025 0.63 0.023
2019-03-23 12:40:31.278000 0.8 0.025 0.63 0.023
2019-03-23 12:40:36.528000 0.8 0.025 0.63 0.023
2019-03-23 12:40:41.698000 0.8 0.025 0.63 0.023
2019-03-23 12:40:46.898000 0.8 0.025 0.63 0.023
2019-03-23 12:40:52.148000 0.8 0.025 0.63 0.023
2019-03-23 12:40:57.368000 0.8 0.025 0.63 0.023
2019-03-23 12:41:02.578000 0.8 0.025 0.63 0.023
2019-03-23 12:41:07.858000 0.8 0.025 0.63 0.023
2019-03-23 12:41:13.098000 0.8 0.025 0.63 0.023
2019-03-23 12:41:18.318000 0.8 0.025 0.63 0.023
2019-03-23 12:41:23.558000 0.8 0.025 0.63 0.023
2019-03-23 12:41:28.798000 0.8 0.025 0.63 0.023
2019-03-23 12:41:34.028000 0.8 0.025 0.63 0.023
2019-03-23 12:41:39.218000 0.8 0.025 0.63 0.023
2019-03-23 12:41:44.438000 0.8 0.025 0.63 0.023
2019-03-23 12:41:49.678000 0.8 0.025 0.63 0.023
2019-03-23 12:41:54.908000 0.8 0.025 0.63 0.023
2019-03-23 12:42:00.148000 0.8 0.025 0.63 0.023
2019-03-23 12:42:05.398000 0.8 0.025 0.63 0.023
2019-03-23 12:42:10.608000 0.8 0.025 0.63 0.023
2019-03-23 12:42:15.848000 0.8 0.025 0.63 0.023
2019-03-23 12:42:21.088000 0.8 0.025 0.63 0.023
2019-03-23 12:42:26.328000 0.8 0.025 0.63 0.023
2019-03-23 12:42:31.548000 0.8 0.025 0.63 0.023
2019-03-23 12:42:36.788000 0.8 0.025 0.63 0.023
2019-03-23 12:42:42.008000 0.8 0.025 0.63 0.023
2019-03-23 12:42:47.258000 0.8 0.025 0.63 0.023
2019-03-23 12:42:52.488000 0.8 0.025 0.63 0.023
2019-03-23 12:42:57.728000 0.8 0.025 0.63 0.023
2019-03-23 12:43:02.968000 0.8 0.025 0.63 0.023
2019-03-23 12:43:08.228000 0.8 0.025 0.63 0.023
2019-03-23 12:43:13.478000 0.8 0.025 0.63 0.023
2019-03-23 12:43:18.698000 0.8 0.025 0.63 0.023
2019-03-23 12:43:23.918000 0.8 0.025 0.63 0.023
2019-03-23 12:43:29.148000 0.8 0.025 0.63 0.023
2019-03-23 12:43:34.368000 0.8 0.025 0.63 0.023
2019-03-23 12:43:39.618000 0.8 0.025 0.63 0.023
2019-03-23 12:43:44.888000 0.8 0.025 0.63 0.023
2019-03-23 12:43:50.088000 0.8 0.025 0.63 0.023
2019-03-23 12:43:55.318000 0.8 0.025 0.63 0.023
2019-03-23 12:44:00.598000 0.8 0.025 0.63 0.023
2019-03-23 12:44:05.798000 0.8 0.025 0.63 0.023
2019-03-23 12:44:11.068000 0.8 0.025 0.63 0.023
2019-03-23 12:44:16.298000 0.8 0.025 0.63 0.023
2019-03-23 12:44:21.508000 0.8 0.025 0.63 0.023
2019-03-23 12:44:26.718000 0.8 0.025 0.63 0.023
2019-03-23 12:44:31.908000 0.8 0.025 0.63 0.023
2019-03-23 12:44:37.128000 0.8 0.025 0.63 0.023
2019-03-23 12:44:42.358000 0.8 0.025 0.63 0.023
2019-03-23 12:44:47.578000 0.8 0.025 0.63 0.023
2019-03-23 12:44:52.789000 0.8 0.025 0.63 0.023
2019-03-23 12:44:57.999000 0.8 0.025 0.63 0.023
2019-03-23 12:45:03.229000 0.8 0.025 0.63 0.023
2019-03-23 12:45:08.469000 0.8 0.025 0.63 0.023
2019-03-23 12:45:13.649000 0.8 0.025 0.63 0.023
2019-03-23 12:45:18.889000 0.8 0.025 0.63 0.023
2019-03-23 12:45:24.109000 0.8 0.025 0.63 0.023
2019-03-23 12:45:29.349000 0.8 0.025 0.63 0.023
2019-03-23 12:45:34.529000 0.8 0.025 0.63 0.023
2019-03-23 12:45:39.759000 0.8 0.025 0.63 0.023
2019-03-23 12:45:45.029000 0.8 0.025 0.63 0.023
2019-03-23 12:45:50.279000 0.8 0.025 0.63 0.023
2019-03-23 12:45:55.469000 0.8 0.025 0.63 0.023
2019-03-23 12:46:00.699000 0.8 0.025 0.63 0.023
2019-03-23 12:46:05.939000 0.8 0.025 0.63 0.023
2019-03-23 12:46:11.189000 0.8 0.025 0.63 0.023
2019-03-23 12:46:16.399000 0.8 0.025 0.63 0.023
2019-03-23 12:46:21.639000 0.8 0.025 0.63 0.023
2019-03-23 12:46:26.859000 0.8 0.025 0.63 0.023
2019-03-23 12:46:32.099000 0.8 0.025 0.63 0.023
2019-03-23 12:46:37.289000 0.8 0.025 0.63 0.023
2019-03-23 12:46:42.519000 0.8 0.025 0.63 0.023
2019-03-23 12:46:47.769000 0.8 0.025 0.63 0.023
2019-03-23 12:46:52.989000 0.8 0.025 0.63 0.023
2019-03-23 12:46:58.229000 0.8 0.025 0.63 0.023
2019-03-23 12:47:03.449000 0.8 0.025 0.63 0.023
2019-03-23 12:47:08.679000 0.8 0.025 0.63 0.023
2019-03-23 12:47:13.869000 0.8 0.025 0.63 0.023
2019-03-23 12:47:19.089000 0.8 0.025 0.63 0.023
2019-03-23 12:47:24.319000 0.8 0.025 0.63 0.023
2019-03-23 12:47:29.549000 0.8 0.025 0.63 0.023
2019-03-23 12:47:34.739000 0.8 0.025 0.63 0.023
2019-03-23 12:47:39.969000 0.8 0.025 0.63 0.023
2019-03-23 12:47:45.209000 0.8 0.025 0.63 0.023
2019-03-23 12:47:50.449000 0.8 0.025 0.63 0.023
2019-03-23 12:47:55.709000 0.8 0.025 0.63 0.023
2019-03-23 12:48:00.919000 0.8 0.025 0.63 0.023
2019-03-23 12:48:06.129000 0.8 0.025 0.63 0.023
2019-03-23 12:48:11.319000 0.8 0.025 0.63 0.023
2019-03-23 12:48:16.529000 0.8 0.025 0.63 0.023
2019-03-23 12:48:21.769000 0.8 0.025 0.63 0.023
2019-03-23 12:48:26.959000 0.8 0.025 0.63 0.023
2019-03-23 12:48:32.179000 0.8 0.025 0.63 0.023
2019-03-23 12:48:37.409000 0.8 0.025 0.63 0.023
2019-03-23 12:48:42.649000 0.8 0.025 0.63 0.023
2019-03-23 12:48:47.879000 0.8 0.025 0.63 0.023
2019-03-23 12:48:53.089000 0.8 0.025 0.63 0.023
2019-03-23 12:48:58.359000 0.8 0.025 0.63 0.023
2019-03-23 12:49:03.599000 0.8 0.025 0.63 0.023
2019-03-23 12:49:08.829000 0.8 0.025 0.63 0.023
2019-03-23 12:49:14.049000 0.8 0.025 0.63 0.023
2019-03-23 12:49:19.299000 0.8 0.025 0.63 0.023
2019-03-23 12:49:24.529000 0.8 0.025 0.63 0.023
2019-03-23 12:49:29.739000 0.8 0.025 0.63 0.023
2019-03-23 12:49:34.949000 0.8 0.025 0.63 0.023
2019-03-23 12:49:40.179000 0.8 0.025 0.63 0.023
2019-03-23 12:49:45.409000 0.8 0.025 0.63 0.023
2019-03-23 12:49:50.649000 0.8 0.025 0.63 0.023
2019-03-23 12:49:55.889000 0.8 0.025 0.63 0.023
2019-03-23 12:50:01.119000 0.8 0.025 0.63 0.023
2019-03-23 12:50:06.359000 0.8 0.025 0.63 0.023
2019-03-23 12:50:11.589000 0.8 0.025 0.63 0.023
2019-03-23 12:50:16.829000 0.8 0.025 0.63 0.023
2019-03-23 12:50:22.029000 0.8 0.025 0.63 0.023
2019-03-23 12:50:27.259000 0.8 0.025 0.63 0.023
2019-03-23 12:50:32.489000 0.8 0.025 0.63 0.023
2019-03-23 12:50:37.759000 0.8 0.025 0.63 0.023
2019-03-23 12:50:43.039000 0.8 0.025 0.63 0.023
2019-03-23 12:50:48.299000 0.8 0.025 0.63 0.023
2019-03-23 12:50:53.549000 0.8 0.025 0.63 0.023
2019-03-23 12:50:58.769000 0.8 0.025 0.63 0.023
2019-03-23 12:51:03.989000 0.8 0.025 0.63 0.023
2019-03-23 12:51:09.229000 0.8 0.025 0.63 0.023
2019-03-23 12:51:14.439000 0.8 0.025 0.63 0.023
2019-03-23 12:51:19.719000 0.8 0.025 0.63 0.023
2019-03-23 12:51:24.979000 0.8 0.025 0.63 0.023
2019-03-23 12:51:30.189000 0.8 0.025 0.63 0.023
2019-03-23 12:51:35.459000 0.8 0.025 0.63 0.023
2019-03-23 12:51:40.689000 0.8 0.025 0.63 0.023
2019-03-23 12:51:45.939000 0.8 0.025 0.63 0.023
2019-03-23 12:51:51.179000 0.8 0.025 0.63 0.023
2019-03-23 12:51:56.399000 0.8 0.025 0.63 0.023
2019-03-23 12:52:01.659000 0.8 0.025 0.63 0.023
2019-03-23 12:52:06.889000 0.8 0.025 0.63 0.023
2019-03-23 12:52:12.119000 0.8 0.025 0.63 0.023
2019-03-23 12:52:17.349000 0.8 0.025 0.63 0.023
2019-03-23 12:52:22.559000 0.8 0.025 0.63 0.023
2019-03-23 12:52:27.809000 0.8 0.025 0.63 0.023
2019-03-23 12:52:33.069000 0.8 0.025 0.63 0.023
2019-03-23 12:52:38.339000 0.8 0.025 0.63 0.023
2019-03-23 12:52:43.579000 0.8 0.025 0.63 0.023
2019-03-23 12:52:48.779000 0.8 0.025 0.63 0.023
2019-03-23 12:52:54.059000 0.8 0.025 0.63 0.023
2019-03-23 12:52:59.289000 0.8 0.025 0.63 0.023
2019-03-23 12:53:04.529000 0.8 0.025 0.63 0.023
2019-03-23 12:53:09.709000 0.8 0.025 0.63 0.023
2019-03-23 12:53:14.939000 0.8 0.025 0.63 0.023
2019-03-23 12:53:20.179000 0.8 0.025 0.63 0.023
2019-03-23 12:53:25.419000 0.8 0.025 0.63 0.023
2019-03-23 12:53:30.709000 0.8 0.025 0.63 0.023
2019-03-23 12:53:35.949000 0.8 0.025 0.63 0.023
2019-03-23 12:53:41.159000 0.8 0.025 0.63 0.023
2019-03-23 12:53:46.409000 0.8 0.025 0.63 0.023
2019-03-23 12:53:51.599000 0.8 0.025 0.63 0.023
2019-03-23 12:53:56.839000 0.8 0.025 0.63 0.023
2019-03-23 12:54:02.069000 0.8 0.025 0.63 0.023
2019-03-23 12:54:07.329000 0.8 0.025 0.63 0.023
2019-03-23 12:54:12.589000 0.8 0.025 0.63 0.023
2019-03-23 12:54:17.809000 0.8 0.025 0.63 0.023
2019-03-23 12:54:23.059000 0.8 0.025 0.63 0.023
2019-03-23 12:54:28.299000 0.8 0.025 0.63 0.023
2019-03-23 12:54:33.509000 0.8 0.025 0.63 0.023
2019-03-23 12:54:38.749000 0.8 0.025 0.63 0.023
2019-03-23 12:54:43.979000 0.8 0.025 0.63 0.023
2019-03-23 12:54:49.209000 0.8 0.025 0.63 0.023
2019-03-23 12:54:54.459000 0.8 0.025 0.63 0.023
2019-03-23 12:54:59.709000 0.8 0.025 0.63 0.023
2019-03-23 12:55:04.949000 0.8 0.025 0.63 0.023
2019-03-23 12:55:10.159000 0.8 0.025 0.63 0.023
2019-03-23 12:55:15.419000 0.8 0.025 0.63 0.023
2019-03-23 12:55:20.659000 0.8 0.025 0.63 0.023
2019-03-23 12:55:25.899000 0.8 0.025 0.63 0.023
2019-03-23 12:55:31.119000 0.8 0.025 0.63 0.023
2019-03-23 12:55:36.359000 0.8 0.025 0.63 0.023
2019-03-23 12:55:41.609000 0.8 0.025 0.63 0.023
2019-03-23 12:55:46.889000 0.8 0.025 0.63 0.023
2019-03-23 12:55:52.119000 0.8 0.025 0.63 0.023
2019-03-23 12:55:57.339000 0.8 0.025 0.63 0.023
2019-03-23 12:56:02.609000 0.8 0.025 0.63 0.023
2019-03-23 12:56:07.819000 0.8 0.025 0.63 0.023
2019-03-23 12:56:13.059000 0.8 0.025 0.63 0.023
2019-03-23 12:56:18.289000 0.8 0.025 0.63 0.023
2019-03-23 12:56:23.529000 0.8 0.025 0.63 0.023
2019-03-23 12:56:28.759000 0.8 0.025 0.63 0.023
2019-03-23 12:56:34.029000 0.8 0.025 0.63 0.023
2019-03-23 12:56:39.249000 0.8 0.025 0.63 0.023
2019-03-23 12:56:44.480000 0.8 0.025 0.63 0.023
2019-03-23 12:56:49.700000 0.8 0.025 0.63 0.023
2019-03-23 12:56:54.940000 0.8 0.025 0.63 0.023
2019-03-23 12:57:00.200000 0.8 0.025 0.63 0.023
2019-03-23 12:57:05.480000 0.8 0.025 0.63 0.023
2019-03-23 12:57:10.700000 0.8 0.025 0.63 0.023
2019-03-23 12:57:15.900000 0.8 0.025 0.63 0.023
2019-03-23 12:57:21.140000 0.8 0.025 0.63 0.023
2019-03-23 12:57:26.400000 0.8 0.025 0.63 0.023
2019-03-23 12:57:31.600000 0.8 0.025 0.63 0.023
2019-03-23 12:57:36.840000 0.8 0.025 0.63 0.023
2019-03-23 12:57:42.050000 0.8 0.025 0.63 0.023
2019-03-23 12:57:47.280000 0.8 0.025 0.63 0.023
2019-03-23 12:57:52.550000 0.8 0.025 0.63 0.023
2019-03-23 12:57:57.810000 0.8 0.025 0.63 0.023
2019-03-23 12:58:03.020000 0.8 0.025 0.63 0.023
2019-03-23 12:58:08.250000 0.8 0.025 0.63 0.023
2019-03-23 12:58:13.500000 0.8 0.025 0.63 0.023
2019-03-23 12:58:18.750000 0.8 0.025 0.63 0.023
2019-03-23 12:58:23.990000 0.8 0.025 0.63 0.023
2019-03-23 12:58:29.230000 0.8 0.025 0.63 0.023
2019-03-23 12:58:34.470000 0.8 0.025 0.63 0.023
2019-03-23 12:58:39.690000 0.8 0.025 0.63 0.023
2019-03-23 12:58:44.940000 0.8 0.025 0.63 0.023
2019-03-23 12:58:50.200000 0.8 0.025 0.63 0.023
2019-03-23 12:58:55.400000 0.8 0.025 0.63 0.023
2019-03-23 12:59:00.590000 0.8 0.025 0.63 0.023
2019-03-23 12:59:05.830000 0.8 0.025 0.63 0.023
2019-03-23 12:59:11.070000 0.8 0.025 0.63 0.023
2019-03-23 12:59:16.290000 0.8 0.025 0.63 0.023
2019-03-23 12:59:21.530000 0.8 0.025 0.63 0.023
2019-03-23 12:59:26.740000 0.8 0.025 0.63 0.023
2019-03-23 12:59:32 0.8 0.025 0.63 0.023
2019-03-23 12:59:37.250000 0.8 0.025 0.63 0.023
2019-03-23 12:59:42.470000 0.8 0.025 0.63 0.023
2019-03-23 12:59:47.690000 0.8 0.025 0.63 0.023
2019-03-23 12:59:52.920000 0.8 0.025 0.63 0.023
2019-03-23 12:59:58.170000 0.8 0.025 0.63 0.023
2019-03-23 13:00:03.430000 0.8 0.025 0.63 0.023
2019-03-23 13:00:08.660000 0.8 0.025 0.63 0.023
2019-03-23 13:00:13.900000 0.8 0.025 0.63 0.023
2019-03-23 13:00:19.130000 0.8 0.025 0.63 0.023
2019-03-23 13:00:24.350000 0.8 0.025 0.63 0.023
2019-03-23 13:00:29.580000 0.8 0.025 0.63 0.023
2019-03-23 13:00:34.770000 0.8 0.025 0.63 0.023
2019-03-23 13:00:39.990000 0.8 0.025 0.63 0.023
2019-03-23 13:00:45.220000 0.8 0.025 0.63 0.023
2019-03-23 13:00:50.440000 0.8 0.025 0.63 0.023
2019-03-23 13:00:55.650000 0.8 0.025 0.63 0.023
