Date Vps1 Ips1 Vps2 Ips2
2019-03-24 19:24:33.143000 0.8 0.025 0.63 0.023
2019-03-24 19:24:38.383000 0.8 0.025 0.63 0.023
2019-03-24 19:24:43.603000 0.8 0.025 0.63 0.023
2019-03-24 19:24:48.893000 0.8 0.025 0.63 0.023
2019-03-24 19:24:54.123000 0.8 0.025 0.63 0.023
2019-03-24 19:24:59.373000 0.8 0.025 0.63 0.023
2019-03-24 19:25:04.593000 0.8 0.025 0.63 0.023
2019-03-24 19:25:09.843000 0.8 0.025 0.63 0.023
2019-03-24 19:25:15.063000 0.8 0.025 0.63 0.023
2019-03-24 19:25:20.303000 0.8 0.025 0.63 0.023
2019-03-24 19:25:25.553000 0.8 0.025 0.63 0.023
2019-03-24 19:25:30.783000 0.8 0.025 0.63 0.023
2019-03-24 19:25:36.023000 0.8 0.025 0.63 0.023
2019-03-24 19:25:41.293000 0.8 0.025 0.63 0.023
2019-03-24 19:25:46.493000 0.8 0.025 0.63 0.023
2019-03-24 19:25:51.723000 0.8 0.025 0.63 0.023
2019-03-24 19:25:56.963000 0.8 0.025 0.63 0.023
2019-03-24 19:26:02.223000 0.8 0.025 0.63 0.023
2019-03-24 19:26:07.483000 0.8 0.025 0.63 0.023
2019-03-24 19:26:12.693000 0.8 0.025 0.63 0.023
2019-03-24 19:26:17.913000 0.8 0.025 0.63 0.023
2019-03-24 19:26:23.143000 0.8 0.025 0.63 0.023
2019-03-24 19:26:28.373000 0.8 0.025 0.63 0.023
2019-03-24 19:26:33.663000 0.8 0.025 0.63 0.023
2019-03-24 19:26:38.893000 0.8 0.025 0.63 0.023
2019-03-24 19:26:44.083000 0.8 0.025 0.63 0.023
2019-03-24 19:26:49.343000 0.8 0.025 0.63 0.023
2019-03-24 19:26:54.553000 0.8 0.025 0.63 0.023
2019-03-24 19:26:59.773000 0.8 0.025 0.63 0.023
2019-03-24 19:27:05.023000 0.8 0.025 0.63 0.023
2019-03-24 19:27:10.313000 0.8 0.025 0.63 0.023
2019-03-24 19:27:15.563000 0.8 0.025 0.63 0.023
2019-03-24 19:27:20.773000 0.8 0.025 0.63 0.023
2019-03-24 19:27:26.023000 0.8 0.025 0.63 0.023
2019-03-24 19:27:31.223000 0.8 0.025 0.63 0.023
2019-03-24 19:27:36.483000 0.8 0.025 0.63 0.023
2019-03-24 19:27:41.743000 0.8 0.025 0.63 0.023
2019-03-24 19:27:46.953000 0.8 0.025 0.63 0.023
2019-03-24 19:27:52.203000 0.8 0.025 0.63 0.023
2019-03-24 19:27:57.443000 0.8 0.025 0.63 0.023
2019-03-24 19:28:02.673000 0.8 0.025 0.63 0.023
2019-03-24 19:28:07.893000 0.8 0.025 0.63 0.023
2019-03-24 19:28:13.143000 0.8 0.025 0.63 0.023
2019-03-24 19:28:18.383000 0.8 0.025 0.63 0.023
2019-03-24 19:28:23.663000 0.8 0.025 0.63 0.023
2019-03-24 19:28:28.873000 0.8 0.025 0.63 0.023
2019-03-24 19:28:34.133000 0.8 0.025 0.63 0.023
2019-03-24 19:28:39.383000 0.8 0.025 0.63 0.023
2019-03-24 19:28:44.653000 0.8 0.025 0.63 0.023
2019-03-24 19:28:49.913000 0.8 0.025 0.63 0.023
2019-03-24 19:28:55.153000 0.8 0.025 0.63 0.023
2019-03-24 19:29:00.393000 0.8 0.025 0.63 0.023
2019-03-24 19:29:05.663000 0.8 0.025 0.63 0.023
2019-03-24 19:29:10.913000 0.8 0.025 0.63 0.023
2019-03-24 19:29:16.153000 0.8 0.025 0.63 0.023
2019-03-24 19:29:21.393000 0.8 0.025 0.63 0.023
2019-03-24 19:29:26.593000 0.8 0.025 0.63 0.023
2019-03-24 19:29:31.853000 0.8 0.025 0.63 0.023
2019-03-24 19:29:37.093000 0.8 0.025 0.63 0.023
2019-03-24 19:29:42.343000 0.8 0.025 0.63 0.023
2019-03-24 19:29:47.583000 0.8 0.025 0.63 0.023
2019-03-24 19:29:52.813000 0.8 0.025 0.63 0.023
2019-03-24 19:29:58.043000 0.8 0.025 0.63 0.023
2019-03-24 19:30:03.264000 0.8 0.025 0.63 0.023
2019-03-24 19:30:08.524000 0.8 0.025 0.63 0.023
2019-03-24 19:30:13.754000 0.8 0.025 0.63 0.023
2019-03-24 19:30:19.014000 0.8 0.025 0.63 0.023
2019-03-24 19:30:24.234000 0.8 0.025 0.63 0.023
2019-03-24 19:30:29.514000 0.8 0.025 0.63 0.023
2019-03-24 19:30:34.744000 0.8 0.025 0.63 0.023
2019-03-24 19:30:39.994000 0.8 0.025 0.63 0.023
2019-03-24 19:30:45.284000 0.8 0.025 0.63 0.023
2019-03-24 19:30:50.494000 0.8 0.025 0.63 0.023
2019-03-24 19:30:55.684000 0.8 0.025 0.63 0.023
2019-03-24 19:31:00.944000 0.8 0.025 0.63 0.023
2019-03-24 19:31:06.164000 0.8 0.025 0.63 0.023
2019-03-24 19:31:11.414000 0.8 0.025 0.63 0.023
2019-03-24 19:31:16.654000 0.8 0.025 0.63 0.023
2019-03-24 19:31:21.934000 0.8 0.025 0.63 0.023
2019-03-24 19:31:27.164000 0.8 0.025 0.63 0.023
2019-03-24 19:31:32.404000 0.8 0.025 0.63 0.023
2019-03-24 19:31:37.644000 0.8 0.025 0.63 0.023
2019-03-24 19:31:42.884000 0.8 0.025 0.63 0.023
2019-03-24 19:31:48.104000 0.8 0.025 0.63 0.023
2019-03-24 19:31:53.364000 0.8 0.025 0.63 0.023
2019-03-24 19:31:58.644000 0.8 0.025 0.63 0.023
2019-03-24 19:32:03.884000 0.8 0.025 0.63 0.023
2019-03-24 19:32:09.124000 0.8 0.025 0.63 0.023
2019-03-24 19:32:14.354000 0.8 0.025 0.63 0.023
2019-03-24 19:32:19.594000 0.8 0.025 0.63 0.023
2019-03-24 19:32:24.814000 0.8 0.025 0.63 0.023
2019-03-24 19:32:30.064000 0.8 0.025 0.63 0.023
2019-03-24 19:32:35.304000 0.8 0.025 0.63 0.023
2019-03-24 19:32:40.524000 0.8 0.025 0.63 0.023
2019-03-24 19:32:45.754000 0.8 0.025 0.63 0.023
2019-03-24 19:32:50.994000 0.8 0.025 0.63 0.023
2019-03-24 19:32:56.234000 0.8 0.025 0.63 0.023
2019-03-24 19:33:01.474000 0.8 0.025 0.63 0.023
2019-03-24 19:33:06.704000 0.8 0.025 0.63 0.023
2019-03-24 19:33:11.954000 0.8 0.025 0.63 0.023
2019-03-24 19:33:17.194000 0.8 0.025 0.63 0.023
2019-03-24 19:33:22.404000 0.8 0.025 0.63 0.023
2019-03-24 19:33:27.644000 0.8 0.025 0.63 0.023
2019-03-24 19:33:32.904000 0.8 0.025 0.63 0.023
2019-03-24 19:33:38.134000 0.8 0.025 0.63 0.023
2019-03-24 19:33:43.344000 0.8 0.025 0.63 0.023
2019-03-24 19:33:48.594000 0.8 0.025 0.63 0.023
2019-03-24 19:33:53.794000 0.8 0.025 0.63 0.023
2019-03-24 19:33:58.984000 0.8 0.025 0.63 0.023
2019-03-24 19:34:04.244000 0.8 0.025 0.63 0.023
2019-03-24 19:34:09.524000 0.8 0.025 0.63 0.023
2019-03-24 19:34:14.764000 0.8 0.025 0.63 0.023
2019-03-24 19:34:19.994000 0.8 0.025 0.63 0.023
2019-03-24 19:34:25.234000 0.8 0.025 0.63 0.023
2019-03-24 19:34:30.474000 0.8 0.025 0.63 0.023
2019-03-24 19:34:35.654000 0.8 0.025 0.63 0.023
2019-03-24 19:34:40.884000 0.8 0.025 0.63 0.023
2019-03-24 19:34:46.124000 0.8 0.025 0.63 0.023
2019-03-24 19:34:51.364000 0.8 0.025 0.63 0.023
2019-03-24 19:34:56.644000 0.8 0.025 0.63 0.023
2019-03-24 19:35:01.894000 0.8 0.025 0.63 0.023
2019-03-24 19:35:07.124000 0.8 0.025 0.63 0.023
2019-03-24 19:35:12.414000 0.8 0.025 0.63 0.023
2019-03-24 19:35:17.664000 0.8 0.025 0.63 0.023
2019-03-24 19:35:22.904000 0.8 0.025 0.63 0.023
2019-03-24 19:35:28.184000 0.8 0.025 0.63 0.023
2019-03-24 19:35:33.394000 0.8 0.025 0.63 0.023
2019-03-24 19:35:38.654000 0.8 0.025 0.63 0.023
2019-03-24 19:35:43.904000 0.8 0.025 0.63 0.023
2019-03-24 19:35:49.144000 0.8 0.025 0.63 0.023
2019-03-24 19:35:54.384000 0.8 0.025 0.63 0.023
2019-03-24 19:35:59.664000 0.8 0.025 0.63 0.023
2019-03-24 19:36:04.914000 0.8 0.025 0.63 0.023
2019-03-24 19:36:10.144000 0.8 0.025 0.63 0.023
2019-03-24 19:36:15.364000 0.8 0.025 0.63 0.023
2019-03-24 19:36:20.614000 0.8 0.025 0.63 0.023
2019-03-24 19:36:25.834000 0.8 0.025 0.63 0.023
2019-03-24 19:36:31.104000 0.8 0.025 0.63 0.023
2019-03-24 19:36:36.324000 0.8 0.025 0.63 0.023
2019-03-24 19:36:41.564000 0.8 0.025 0.63 0.023
2019-03-24 19:36:46.784000 0.8 0.025 0.63 0.023
2019-03-24 19:36:52.034000 0.8 0.025 0.63 0.023
2019-03-24 19:36:57.264000 0.8 0.025 0.63 0.023
2019-03-24 19:37:02.484000 0.8 0.025 0.63 0.023
2019-03-24 19:37:07.724000 0.8 0.025 0.63 0.023
2019-03-24 19:37:12.974000 0.8 0.025 0.63 0.023
2019-03-24 19:37:18.194000 0.8 0.025 0.63 0.023
2019-03-24 19:37:23.434000 0.8 0.025 0.63 0.023
2019-03-24 19:37:28.664000 0.8 0.025 0.63 0.023
2019-03-24 19:37:33.894000 0.8 0.025 0.63 0.023
2019-03-24 19:37:39.134000 0.8 0.025 0.63 0.023
2019-03-24 19:37:44.364000 0.8 0.025 0.63 0.023
2019-03-24 19:37:49.604000 0.8 0.025 0.63 0.023
2019-03-24 19:37:54.854000 0.8 0.025 0.63 0.023
2019-03-24 19:38:00.074000 0.8 0.025 0.63 0.023
2019-03-24 19:38:05.314000 0.8 0.025 0.63 0.023
2019-03-24 19:38:10.544000 0.8 0.025 0.63 0.023
2019-03-24 19:38:15.804000 0.8 0.025 0.63 0.023
2019-03-24 19:38:21.084000 0.8 0.025 0.63 0.023
2019-03-24 19:38:26.334000 0.8 0.025 0.63 0.023
2019-03-24 19:38:31.564000 0.8 0.025 0.63 0.023
2019-03-24 19:38:36.794000 0.8 0.025 0.63 0.023
2019-03-24 19:38:42.034000 0.8 0.025 0.63 0.023
2019-03-24 19:38:47.254000 0.8 0.025 0.63 0.023
2019-03-24 19:38:52.494000 0.8 0.025 0.63 0.023
2019-03-24 19:38:57.744000 0.8 0.025 0.63 0.023
2019-03-24 19:39:02.984000 0.8 0.025 0.63 0.023
2019-03-24 19:39:08.214000 0.8 0.025 0.63 0.023
2019-03-24 19:39:13.444000 0.8 0.025 0.63 0.023
2019-03-24 19:39:18.674000 0.8 0.025 0.63 0.023
2019-03-24 19:39:23.904000 0.8 0.025 0.63 0.023
2019-03-24 19:39:29.154000 0.8 0.025 0.63 0.023
2019-03-24 19:39:34.374000 0.8 0.025 0.63 0.023
2019-03-24 19:39:39.614000 0.8 0.025 0.63 0.023
2019-03-24 19:39:44.864000 0.8 0.025 0.63 0.023
2019-03-24 19:39:50.094000 0.8 0.025 0.63 0.023
2019-03-24 19:39:55.334000 0.8 0.025 0.63 0.023
2019-03-24 19:40:00.554000 0.8 0.025 0.63 0.023
2019-03-24 19:40:05.804000 0.8 0.025 0.63 0.023
2019-03-24 19:40:11.034000 0.8 0.025 0.63 0.023
2019-03-24 19:40:16.284000 0.8 0.025 0.63 0.023
2019-03-24 19:40:21.494000 0.8 0.025 0.63 0.023
2019-03-24 19:40:26.744000 0.8 0.025 0.63 0.023
2019-03-24 19:40:31.974000 0.8 0.025 0.63 0.023
2019-03-24 19:40:37.214000 0.8 0.025 0.63 0.023
2019-03-24 19:40:42.454000 0.8 0.025 0.63 0.023
2019-03-24 19:40:47.684000 0.8 0.025 0.63 0.023
2019-03-24 19:40:52.904000 0.8 0.025 0.63 0.023
2019-03-24 19:40:58.154000 0.8 0.025 0.63 0.023
2019-03-24 19:41:03.384000 0.8 0.025 0.63 0.023
2019-03-24 19:41:08.624000 0.8 0.025 0.63 0.023
2019-03-24 19:41:13.914000 0.8 0.025 0.63 0.023
2019-03-24 19:41:19.164000 0.8 0.025 0.63 0.023
2019-03-24 19:41:24.444000 0.8 0.025 0.63 0.023
2019-03-24 19:41:29.694000 0.8 0.025 0.63 0.023
2019-03-24 19:41:34.914000 0.8 0.025 0.63 0.023
2019-03-24 19:41:40.164000 0.8 0.025 0.63 0.023
2019-03-24 19:41:45.384000 0.8 0.025 0.63 0.023
2019-03-24 19:41:50.634000 0.8 0.025 0.63 0.023
2019-03-24 19:41:55.864000 0.8 0.025 0.63 0.023
2019-03-24 19:42:01.105000 0.8 0.025 0.63 0.023
2019-03-24 19:42:06.345000 0.8 0.025 0.63 0.023
2019-03-24 19:42:11.635000 0.8 0.025 0.63 0.023
2019-03-24 19:42:16.865000 0.8 0.025 0.63 0.023
2019-03-24 19:42:22.115000 0.8 0.025 0.63 0.023
2019-03-24 19:42:27.335000 0.8 0.025 0.63 0.023
2019-03-24 19:42:32.575000 0.8 0.025 0.63 0.023
2019-03-24 19:42:37.805000 0.8 0.025 0.63 0.023
2019-03-24 19:42:43.045000 0.8 0.025 0.63 0.023
2019-03-24 19:42:48.295000 0.8 0.025 0.63 0.023
2019-03-24 19:42:53.525000 0.8 0.025 0.63 0.023
2019-03-24 19:42:58.745000 0.8 0.025 0.63 0.023
2019-03-24 19:43:03.995000 0.8 0.025 0.63 0.023
2019-03-24 19:43:09.225000 0.8 0.025 0.63 0.023
2019-03-24 19:43:14.475000 0.8 0.025 0.63 0.023
2019-03-24 19:43:19.755000 0.8 0.025 0.63 0.023
2019-03-24 19:43:25.015000 0.8 0.025 0.63 0.023
2019-03-24 19:43:30.295000 0.8 0.025 0.63 0.023
2019-03-24 19:43:35.535000 0.8 0.025 0.63 0.023
2019-03-24 19:43:40.775000 0.8 0.025 0.63 0.023
2019-03-24 19:43:46.005000 0.8 0.025 0.63 0.023
2019-03-24 19:43:51.245000 0.8 0.025 0.63 0.023
2019-03-24 19:43:56.485000 0.8 0.025 0.63 0.023
2019-03-24 19:44:01.705000 0.8 0.025 0.63 0.023
2019-03-24 19:44:06.965000 0.8 0.025 0.63 0.023
2019-03-24 19:44:12.245000 0.8 0.025 0.63 0.023
2019-03-24 19:44:17.485000 0.8 0.025 0.63 0.023
2019-03-24 19:44:22.725000 0.8 0.025 0.63 0.023
2019-03-24 19:44:27.955000 0.8 0.025 0.63 0.023
2019-03-24 19:44:33.195000 0.8 0.025 0.63 0.023
2019-03-24 19:44:38.435000 0.8 0.025 0.63 0.023
2019-03-24 19:44:43.675000 0.8 0.025 0.63 0.023
2019-03-24 19:44:48.955000 0.8 0.025 0.63 0.023
2019-03-24 19:44:54.165000 0.8 0.025 0.63 0.023
2019-03-24 19:44:59.405000 0.8 0.025 0.63 0.023
2019-03-24 19:45:04.635000 0.8 0.025 0.63 0.023
2019-03-24 19:45:09.845000 0.8 0.025 0.63 0.023
2019-03-24 19:45:15.135000 0.8 0.025 0.63 0.023
2019-03-24 19:45:20.375000 0.8 0.025 0.63 0.023
2019-03-24 19:45:25.605000 0.8 0.025 0.63 0.023
2019-03-24 19:45:30.835000 0.8 0.025 0.63 0.023
2019-03-24 19:45:36.075000 0.8 0.025 0.63 0.023
2019-03-24 19:45:41.315000 0.8 0.025 0.63 0.023
2019-03-24 19:45:46.515000 0.8 0.025 0.63 0.023
2019-03-24 19:45:51.715000 0.8 0.025 0.63 0.023
2019-03-24 19:45:56.955000 0.8 0.025 0.63 0.023
2019-03-24 19:46:02.155000 0.8 0.025 0.63 0.023
2019-03-24 19:46:07.345000 0.8 0.025 0.63 0.023
2019-03-24 19:46:12.595000 0.8 0.025 0.63 0.023
2019-03-24 19:46:17.885000 0.8 0.025 0.63 0.023
2019-03-24 19:46:23.105000 0.8 0.025 0.63 0.023
2019-03-24 19:46:28.335000 0.8 0.025 0.63 0.023
2019-03-24 19:46:33.595000 0.8 0.025 0.63 0.023
2019-03-24 19:46:38.835000 0.8 0.025 0.63 0.023
2019-03-24 19:46:44.085000 0.8 0.025 0.63 0.023
2019-03-24 19:46:49.365000 0.8 0.025 0.63 0.023
2019-03-24 19:46:54.625000 0.8 0.025 0.63 0.023
2019-03-24 19:46:59.905000 0.8 0.025 0.63 0.023
2019-03-24 19:47:05.135000 0.8 0.025 0.63 0.023
2019-03-24 19:47:10.325000 0.8 0.025 0.63 0.023
2019-03-24 19:47:15.545000 0.8 0.025 0.63 0.023
2019-03-24 19:47:20.795000 0.8 0.025 0.63 0.023
2019-03-24 19:47:26.015000 0.8 0.025 0.63 0.023
2019-03-24 19:47:31.265000 0.8 0.025 0.63 0.023
2019-03-24 19:47:36.495000 0.8 0.025 0.63 0.023
2019-03-24 19:47:41.805000 0.8 0.025 0.63 0.023
2019-03-24 19:47:47.015000 0.8 0.025 0.63 0.023
2019-03-24 19:47:52.265000 0.8 0.025 0.63 0.023
2019-03-24 19:47:57.485000 0.8 0.025 0.63 0.023
2019-03-24 19:48:02.735000 0.8 0.025 0.63 0.023
2019-03-24 19:48:07.965000 0.8 0.025 0.63 0.023
2019-03-24 19:48:13.205000 0.8 0.025 0.63 0.023
2019-03-24 19:48:18.455000 0.8 0.025 0.63 0.023
2019-03-24 19:48:23.735000 0.8 0.025 0.63 0.023
2019-03-24 19:48:28.965000 0.8 0.025 0.63 0.023
2019-03-24 19:48:34.205000 0.8 0.025 0.63 0.023
2019-03-24 19:48:39.415000 0.8 0.025 0.63 0.023
2019-03-24 19:48:44.625000 0.8 0.025 0.63 0.023
2019-03-24 19:48:49.845000 0.8 0.025 0.63 0.023
2019-03-24 19:48:55.095000 0.8 0.025 0.63 0.023
2019-03-24 19:49:00.355000 0.8 0.025 0.63 0.023
2019-03-24 19:49:05.545000 0.8 0.025 0.63 0.023
2019-03-24 19:49:10.795000 0.8 0.025 0.63 0.023
2019-03-24 19:49:16.015000 0.8 0.025 0.63 0.023
2019-03-24 19:49:21.255000 0.8 0.025 0.63 0.023
2019-03-24 19:49:26.485000 0.8 0.025 0.63 0.023
2019-03-24 19:49:31.685000 0.8 0.025 0.63 0.023
2019-03-24 19:49:36.895000 0.8 0.025 0.63 0.023
2019-03-24 19:49:42.145000 0.8 0.025 0.63 0.023
2019-03-24 19:49:47.365000 0.8 0.025 0.63 0.023
2019-03-24 19:49:52.535000 0.8 0.025 0.63 0.023
2019-03-24 19:49:57.715000 0.8 0.025 0.63 0.023
2019-03-24 19:50:02.975000 0.8 0.025 0.63 0.023
2019-03-24 19:50:08.245000 0.8 0.025 0.63 0.023
2019-03-24 19:50:13.495000 0.8 0.025 0.63 0.023
2019-03-24 19:50:18.745000 0.8 0.025 0.63 0.023
2019-03-24 19:50:23.985000 0.8 0.025 0.63 0.023
2019-03-24 19:50:29.245000 0.8 0.025 0.63 0.023
2019-03-24 19:50:34.495000 0.8 0.025 0.63 0.023
2019-03-24 19:50:39.735000 0.8 0.025 0.63 0.023
2019-03-24 19:50:44.985000 0.8 0.025 0.63 0.023
2019-03-24 19:50:50.195000 0.8 0.025 0.63 0.023
2019-03-24 19:50:55.435000 0.8 0.025 0.63 0.023
2019-03-24 19:51:00.675000 0.8 0.025 0.63 0.023
2019-03-24 19:51:05.905000 0.8 0.025 0.63 0.023
2019-03-24 19:51:11.175000 0.8 0.025 0.63 0.023
2019-03-24 19:51:16.395000 0.8 0.025 0.63 0.023
2019-03-24 19:51:21.595000 0.8 0.025 0.63 0.023
2019-03-24 19:51:26.815000 0.8 0.025 0.63 0.023
2019-03-24 19:51:32.015000 0.8 0.025 0.63 0.023
2019-03-24 19:51:37.275000 0.8 0.025 0.63 0.023
2019-03-24 19:51:42.475000 0.8 0.025 0.63 0.023
2019-03-24 19:51:47.675000 0.8 0.025 0.63 0.023
2019-03-24 19:51:52.885000 0.8 0.025 0.63 0.023
2019-03-24 19:51:58.125000 0.8 0.025 0.63 0.023
2019-03-24 19:52:03.365000 0.8 0.025 0.63 0.023
2019-03-24 19:52:08.575000 0.8 0.025 0.63 0.023
2019-03-24 19:52:13.815000 0.8 0.025 0.63 0.023
2019-03-24 19:52:19.065000 0.8 0.025 0.63 0.023
2019-03-24 19:52:24.355000 0.8 0.025 0.63 0.023
2019-03-24 19:52:29.545000 0.8 0.025 0.63 0.023
2019-03-24 19:52:34.765000 0.8 0.025 0.63 0.023
2019-03-24 19:52:40.005000 0.8 0.025 0.63 0.023
2019-03-24 19:52:45.225000 0.8 0.025 0.63 0.023
2019-03-24 19:52:50.435000 0.8 0.025 0.63 0.023
2019-03-24 19:52:55.645000 0.8 0.025 0.63 0.023
2019-03-24 19:53:00.865000 0.8 0.025 0.63 0.023
2019-03-24 19:53:06.115000 0.8 0.025 0.63 0.023
2019-03-24 19:53:11.355000 0.8 0.025 0.63 0.023
2019-03-24 19:53:16.635000 0.8 0.025 0.63 0.023
2019-03-24 19:53:21.885000 0.8 0.025 0.63 0.023
2019-03-24 19:53:27.155000 0.8 0.025 0.63 0.023
2019-03-24 19:53:32.335000 0.8 0.025 0.63 0.023
2019-03-24 19:53:37.575000 0.8 0.025 0.63 0.023
2019-03-24 19:53:42.785000 0.8 0.025 0.63 0.023
2019-03-24 19:53:48.005000 0.8 0.025 0.63 0.023
2019-03-24 19:53:53.286000 0.8 0.025 0.63 0.023
2019-03-24 19:53:58.536000 0.8 0.025 0.63 0.023
2019-03-24 19:54:03.766000 0.8 0.025 0.63 0.023
2019-03-24 19:54:09.026000 0.8 0.025 0.63 0.023
2019-03-24 19:54:14.246000 0.8 0.025 0.63 0.023
2019-03-24 19:54:19.476000 0.8 0.025 0.63 0.023
2019-03-24 19:54:24.716000 0.8 0.025 0.63 0.023
2019-03-24 19:54:30.006000 0.8 0.025 0.63 0.023
2019-03-24 19:54:35.236000 0.8 0.025 0.63 0.023
2019-03-24 19:54:40.466000 0.8 0.025 0.63 0.023
2019-03-24 19:54:45.676000 0.8 0.025 0.63 0.023
2019-03-24 19:54:50.866000 0.8 0.025 0.63 0.023
2019-03-24 19:54:56.126000 0.8 0.025 0.63 0.023
2019-03-24 19:55:01.406000 0.8 0.025 0.63 0.023
2019-03-24 19:55:06.616000 0.8 0.025 0.63 0.023
2019-03-24 19:55:11.876000 0.8 0.025 0.63 0.023
2019-03-24 19:55:17.086000 0.8 0.025 0.63 0.023
2019-03-24 19:55:22.356000 0.8 0.025 0.63 0.023
2019-03-24 19:55:27.596000 0.8 0.025 0.63 0.023
2019-03-24 19:55:32.886000 0.8 0.025 0.63 0.023
2019-03-24 19:55:38.126000 0.8 0.025 0.63 0.023
2019-03-24 19:55:43.376000 0.8 0.025 0.63 0.023
2019-03-24 19:55:48.656000 0.8 0.025 0.63 0.023
2019-03-24 19:55:53.906000 0.8 0.025 0.63 0.023
2019-03-24 19:55:59.146000 0.8 0.025 0.63 0.023
2019-03-24 19:56:04.366000 0.8 0.025 0.63 0.023
2019-03-24 19:56:09.596000 0.8 0.025 0.63 0.023
2019-03-24 19:56:14.836000 0.8 0.025 0.63 0.023
2019-03-24 19:56:20.086000 0.8 0.025 0.63 0.023
2019-03-24 19:56:25.326000 0.8 0.025 0.63 0.023
2019-03-24 19:56:30.606000 0.8 0.025 0.63 0.023
2019-03-24 19:56:35.856000 0.8 0.025 0.63 0.023
2019-03-24 19:56:41.086000 0.8 0.025 0.63 0.023
2019-03-24 19:56:46.306000 0.8 0.025 0.63 0.023
2019-03-24 19:56:51.556000 0.8 0.025 0.63 0.023
2019-03-24 19:56:56.756000 0.8 0.025 0.63 0.023
2019-03-24 19:57:02.036000 0.8 0.025 0.63 0.023
2019-03-24 19:57:07.256000 0.8 0.025 0.63 0.023
2019-03-24 19:57:12.496000 0.8 0.025 0.63 0.023
2019-03-24 19:57:17.726000 0.8 0.025 0.63 0.023
2019-03-24 19:57:22.956000 0.8 0.025 0.63 0.023
2019-03-24 19:57:28.196000 0.8 0.025 0.63 0.023
2019-03-24 19:57:33.446000 0.8 0.025 0.63 0.023
2019-03-24 19:57:38.676000 0.8 0.025 0.63 0.023
2019-03-24 19:57:43.896000 0.8 0.025 0.63 0.023
2019-03-24 19:57:49.146000 0.8 0.025 0.63 0.023
2019-03-24 19:57:54.396000 0.8 0.025 0.63 0.023
2019-03-24 19:57:59.626000 0.8 0.025 0.63 0.023
2019-03-24 19:58:04.906000 0.8 0.025 0.63 0.023
2019-03-24 19:58:10.156000 0.8 0.025 0.63 0.023
2019-03-24 19:58:15.446000 0.8 0.025 0.63 0.023
2019-03-24 19:58:20.676000 0.8 0.025 0.63 0.023
2019-03-24 19:58:25.866000 0.8 0.025 0.63 0.023
2019-03-24 19:58:31.096000 0.8 0.025 0.63 0.023
2019-03-24 19:58:36.386000 0.8 0.025 0.63 0.023
2019-03-24 19:58:41.596000 0.8 0.025 0.63 0.023
2019-03-24 19:58:46.856000 0.8 0.025 0.63 0.023
2019-03-24 19:58:52.116000 0.8 0.025 0.63 0.023
2019-03-24 19:58:57.396000 0.8 0.025 0.63 0.023
2019-03-24 19:59:02.636000 0.8 0.025 0.63 0.023
2019-03-24 19:59:07.866000 0.8 0.025 0.63 0.023
2019-03-24 19:59:13.106000 0.8 0.025 0.63 0.023
2019-03-24 19:59:18.306000 0.8 0.025 0.63 0.023
2019-03-24 19:59:23.566000 0.8 0.025 0.63 0.023
2019-03-24 19:59:28.776000 0.8 0.025 0.63 0.023
2019-03-24 19:59:33.996000 0.8 0.025 0.63 0.023
2019-03-24 19:59:39.206000 0.8 0.025 0.63 0.023
2019-03-24 19:59:44.446000 0.8 0.025 0.63 0.023
2019-03-24 19:59:49.696000 0.8 0.025 0.63 0.023
2019-03-24 19:59:54.956000 0.8 0.025 0.63 0.023
2019-03-24 20:00:00.176000 0.8 0.025 0.63 0.023
2019-03-24 20:00:05.456000 0.8 0.025 0.63 0.023
2019-03-24 20:00:10.646000 0.8 0.025 0.63 0.023
2019-03-24 20:00:15.866000 0.8 0.025 0.63 0.023
2019-03-24 20:00:21.086000 0.8 0.025 0.63 0.023
2019-03-24 20:00:26.296000 0.8 0.025 0.63 0.023
2019-03-24 20:00:31.496000 0.8 0.025 0.63 0.023
2019-03-24 20:00:36.706000 0.8 0.025 0.63 0.023
2019-03-24 20:00:41.896000 0.8 0.025 0.63 0.023
2019-03-24 20:00:47.116000 0.8 0.025 0.63 0.023
2019-03-24 20:00:52.306000 0.8 0.025 0.63 0.023
2019-03-24 20:00:57.546000 0.8 0.025 0.63 0.023
2019-03-24 20:01:02.776000 0.8 0.025 0.63 0.023
2019-03-24 20:01:07.966000 0.8 0.025 0.63 0.023
2019-03-24 20:01:13.196000 0.8 0.025 0.63 0.023
2019-03-24 20:01:18.436000 0.8 0.025 0.63 0.023
2019-03-24 20:01:23.656000 0.8 0.025 0.63 0.023
2019-03-24 20:01:28.876000 0.8 0.025 0.63 0.023
2019-03-24 20:01:34.116000 0.8 0.025 0.63 0.023
2019-03-24 20:01:39.346000 0.8 0.025 0.63 0.023
2019-03-24 20:01:44.586000 0.8 0.025 0.63 0.023
2019-03-24 20:01:49.816000 0.8 0.025 0.63 0.023
2019-03-24 20:01:55.056000 0.8 0.025 0.63 0.023
2019-03-24 20:02:00.266000 0.8 0.025 0.63 0.023
2019-03-24 20:02:05.506000 0.8 0.025 0.63 0.023
2019-03-24 20:02:10.706000 0.8 0.025 0.63 0.023
2019-03-24 20:02:15.996000 0.8 0.025 0.63 0.023
2019-03-24 20:02:21.206000 0.8 0.025 0.63 0.023
2019-03-24 20:02:26.416000 0.8 0.025 0.63 0.023
2019-03-24 20:02:31.676000 0.8 0.025 0.63 0.023
